,name,label,timezone,id,lat,lon,insee,region,label_region,id_region,zip_code
21,Franois,Franois (Franois),Europe/Paris,stop_area:OCE:SA:87718304,47.227514,5.93727,25258,Franois,Franois (25770),admin:fr:25258,25770
22,Frasne,Frasne (Frasne),Europe/Paris,stop_area:OCE:SA:87715136,46.85745,6.157695,25259,Frasne,Frasne (25560),admin:fr:25259,25560
23,Frayère (la),Frayère (la) (Cannes),Europe/Paris,stop_area:OCE:SA:87757740,43.558125,6.971986,6029,Cannes,Cannes (06150-06400),admin:fr:6029,06150;06400
24,Fréchets-Aure,Fréchets-Aure (Arreau),Europe/Paris,stop_area:OCE:SA:87618678,42.926385,0.367354,65031,Arreau,Arreau (65240),admin:fr:65031,65240
0,Freiburg-Breisgau,Freiburg-Breisgau (Freiburg im Breisgau),Europe/Paris,stop_area:OCE:SA:80143503,47.99779,7.841586,,Freiburg im Breisgau,Freiburg im Breisgau,admin:osm:relation:62768,
1,Freinville-Sevran,Freinville-Sevran (Sevran),Europe/Paris,stop_area:OCE:SA:87113894,48.926608,2.519029,93071,Sevran,Sevran (93270),admin:fr:93071,93270
2,Freistroff,Freistroff (Freistroff),Europe/Paris,stop_area:OCE:SA:87191395,49.278649,6.493273,57235,Freistroff,Freistroff (57320),admin:fr:57235,57320
3,Fréjus,Fréjus (Fréjus),Europe/Paris,stop_area:OCE:SA:87757500,43.432024,6.732934,83061,Fréjus,Fréjus (83370-83600),admin:fr:83061,83370;83600
4,Frémifontaine,Frémifontaine (Fremifontaine),Europe/Paris,stop_area:OCE:SA:87146308,48.276503,6.692577,88184,Fremifontaine,Fremifontaine (88600),admin:fr:88184,88600
5,Frénouville-Cagny,Frénouville-Cagny (Frénouville),Europe/Paris,stop_area:OCE:SA:87444182,49.140423,-0.258443,14287,Frénouville,Frénouville (14630),admin:fr:14287,14630
6,Frépillon,Frépillon (Frépillon),Europe/Paris,stop_area:OCE:SA:87276659,49.04631,2.197068,95256,Frépillon,Frépillon (95740),admin:fr:95256,95740
7,Fresnoy-le-Grand,Fresnoy-le-Grand (Fresnoy-le-Grand),Europe/Paris,stop_area:OCE:SA:87296293,49.949746,3.43206,2334,Fresnoy-le-Grand,Fresnoy-le-Grand (02230),admin:fr:2334,02230
8,Fresse (La Hardoye),Fresse (La Hardoye) (Fresse-sur-Moselle),Europe/Paris,stop_area:OCE:SA:87405886,47.869035,6.79483,88188,Fresse-sur-Moselle,Fresse-sur-Moselle (88160),admin:fr:88188,88160
9,Fresse-Centre,Fresse-Centre (Fresse-sur-Moselle),Europe/Paris,stop_area:OCE:SA:87144550,47.875741,6.782663,88188,Fresse-sur-Moselle,Fresse-sur-Moselle (88160),admin:fr:88188,88160
10,Fréteval-Morée,Fréteval-Morée (Fréteval),Europe/Paris,stop_area:OCE:SA:87574533,47.892032,1.21187,41095,Fréteval,Fréteval (41160),admin:fr:41095,41160
11,Fretin (Nord),Fretin (Nord) (Fretin),Europe/Paris,stop_area:OCE:SA:87286641,50.559844,3.149519,59256,Fretin,Fretin (59273),admin:fr:59256,59273
12,Frévin Capelle,Frévin Capelle (Frévin-Capelle),Europe/Paris,stop_area:OCE:SA:87342212,50.347234,2.633192,62363,Frévin-Capelle,Frévin-Capelle (62690),admin:fr:62363,62690
13,Freyssenet,Freyssenet (Lissac),Europe/Paris,stop_area:OCE:SA:87407676,45.13194,3.736943,43122,Lissac,Lissac (43350),admin:fr:43122,43350
14,Frohmuhl- (Lavoir),Frohmuhl- (Lavoir) (Frohmuhl),Europe/Paris,stop_area:OCE:SA:87642389,48.907902,7.281136,67148,Frohmuhl,Frohmuhl (67290),admin:fr:67148,67290
15,Fromental,Fromental (Fromental),Europe/Paris,stop_area:OCE:SA:87592360,46.171357,1.432475,87068,Fromental,Fromental (87250),admin:fr:87068,87250
16,Fromentel-Embt.,Fromentel-Embt. (Putanges-le-Lac),Europe/Paris,stop_area:OCE:SA:87448076,48.718883,-0.266112,61339,Putanges-le-Lac,Putanges-le-Lac,admin:fr:61339,
17,Fromy,Fromy (Fromy),Europe/Paris,stop_area:OCE:SA:87112342,49.596383,5.249437,8184,Fromy,Fromy (08370),admin:fr:8184,08370
18,Froncles,Froncles (Froncles),Europe/Paris,stop_area:OCE:SA:87142240,48.296653,5.141589,52211,Froncles,Froncles (52320),admin:fr:52211,52320
19,Frontenex,Frontenex (Frontenex),Europe/Paris,stop_area:OCE:SA:87741629,45.63055,6.314034,73121,Frontenex,Frontenex (73460),admin:fr:73121,73460
20,Frontignan,Frontignan (Frontignan),Europe/Paris,stop_area:OCE:SA:87773556,43.444586,3.759015,34108,Frontignan,Frontignan (34110),admin:fr:34108,34110
21,Fronville-Lotissement,Fronville-Lotissement (Fronville),Europe/Paris,stop_area:OCE:SA:87107490,48.404721,5.154718,52212,Fronville,Fronville (52300),admin:fr:52212,52300
22,Frouard,Frouard (Frouard),Europe/Paris,stop_area:OCE:SA:87141077,48.755524,6.144248,54215,Frouard,Frouard (54390),admin:fr:54215,54390
23,Froyennes.,Froyennes. (Tournai),Europe/Paris,stop_area:OCE:SA:88850685,50.630348,3.354084,,Tournai,Tournai,admin:osm:relation:2162970,
24,Frynaudour,Frynaudour (Plourivo),Europe/Paris,stop_area:OCE:SA:87473876,48.728158,-3.128618,22233,Plourivo,Plourivo (22860),admin:fr:22233,22860
0,Fumay,Fumay (Fumay),Europe/Paris,stop_area:OCE:SA:87172098,49.986212,4.69199,8185,Fumay,Fumay (08170),admin:fr:8185,08170
1,Futuroscope,Futuroscope (Chasseneuil-du-Poitou),Europe/Paris,stop_area:OCE:SA:87324095,46.66985,0.377202,86062,Chasseneuil-du-Poitou,Chasseneuil-du-Poitou (86360),admin:fr:86062,86360
2,Gadagne,Gadagne (Châteauneuf-de-Gadagne),Europe/Paris,stop_area:OCE:SA:87765446,43.929678,4.956832,84036,Châteauneuf-de-Gadagne,Châteauneuf-de-Gadagne (84470),admin:fr:84036,84470
3,Gages-Mairie,Gages-Mairie (Montrozier),Europe/Paris,stop_area:OCE:SA:87783738,44.394058,2.707451,12157,Montrozier,Montrozier (12630),admin:fr:12157,12630
4,Gagny,Gagny (Gagny),Europe/Paris,stop_area:OCE:SA:87113514,48.883296,2.526931,93032,Gagny,Gagny (93220),admin:fr:93032,93220
5,Gaillac,Gaillac (Gaillac),Europe/Paris,stop_area:OCE:SA:87615252,43.905963,1.894819,81099,Gaillac,Gaillac (81600),admin:fr:81099,81600
6,Gaillac-12-N88/D95,Gaillac-12-N88/D95 (Gaillac-d'Aveyron),Europe/Paris,stop_area:OCE:SA:87138321,44.35361,2.928607,12107,Gaillac-d'Aveyron,Gaillac-d'Aveyron (12310),admin:fr:12107,12310
7,Gaillac-Gare-Routier,Gaillac-Gare-Routier (Gaillac),Europe/Paris,stop_area:OCE:SA:87702951,43.903989,1.895891,81099,Gaillac,Gaillac (81600),admin:fr:81099,81600
8,Gaillon-Aubevoye,Gaillon-Aubevoye (Le Val d'Hazey),Europe/Paris,stop_area:OCE:SA:87415620,49.174632,1.352518,27022,Le Val d'Hazey,Le Val d'Hazey (27600),admin:fr:27022,27600
9,Galié,Galié (Bagiry),Europe/Paris,stop_area:OCE:SA:87618702,42.989795,0.6253649999999999,31041,Bagiry,Bagiry (31510),admin:fr:31041,31510
10,Gallargues,Gallargues (Gallargues-le-Montueux),Europe/Paris,stop_area:OCE:SA:87775130,43.71601,4.17104,30123,Gallargues-le-Montueux,Gallargues-le-Montueux (30660),admin:fr:30123,30660
11,Gallieni-Cancéropôle,Gallieni-Cancéropôle (Toulouse),Europe/Paris,stop_area:OCE:SA:87497461,43.573338,1.419297,31555,Toulouse,Toulouse (31000-31500),admin:fr:31555,31000;31500
12,Galuzot,Galuzot (Saint-Vallier),Europe/Paris,stop_area:OCE:SA:87694638,46.642025,4.32992,71486,Saint-Vallier,Saint-Vallier (71230),admin:fr:71486,71230
13,Gambsheim,Gambsheim (Gambsheim),Europe/Paris,stop_area:OCE:SA:87212332,48.694941,7.87892,67151,Gambsheim,Gambsheim (67760),admin:fr:67151,67760
14,Gambsheim-(Poste).,Gambsheim-(Poste). (Gambsheim),Europe/Paris,stop_area:OCE:SA:87659748,48.692156,7.883346,67151,Gambsheim,Gambsheim (67760),admin:fr:67151,67760
15,Gambsheim-Peugeot.,Gambsheim-Peugeot. (Gambsheim),Europe/Paris,stop_area:OCE:SA:87659730,48.688807,7.871923,67151,Gambsheim,Gambsheim (67760),admin:fr:67151,67760
16,Gan,Gan (Gan),Europe/Paris,stop_area:OCE:SA:87672618,43.234296,-0.391403,64230,Gan,Gan (64290),admin:fr:64230,64290
17,Gandrange-Amnéville,Gandrange-Amnéville (Amnéville),Europe/Paris,stop_area:OCE:SA:87191742,49.260891,6.135794,57019,Amnéville,Amnéville (57360),admin:fr:57019,57360
18,Gannat,Gannat (Gannat),Europe/Paris,stop_area:OCE:SA:87732404,46.097436,3.20488,3118,Gannat,Gannat (03800),admin:fr:3118,03800
19,Gannat-Lycée-Eiffel,Gannat-Lycée-Eiffel (Gannat),Europe/Paris,stop_area:OCE:SA:87589564,46.086162,3.197861,3118,Gannat,Gannat (03800),admin:fr:3118,03800
20,Gannat-Lycée-Procule,Gannat-Lycée-Procule (Gannat),Europe/Paris,stop_area:OCE:SA:87589572,46.099205,3.190008,3118,Gannat,Gannat (03800),admin:fr:3118,03800
21,Gannes,Gannes (Gannes),Europe/Paris,stop_area:OCE:SA:87313262,49.572102,2.437023,60268,Gannes,Gannes (60120),admin:fr:60268,60120
22,Gap,Gap (Gap),Europe/Paris,stop_area:OCE:SA:87763003,44.563695,6.085684,5061,Gap,Gap (05000),admin:fr:5061,05000
23,Garancières-La-Queue,Garancières-La-Queue (Garancières),Europe/Paris,stop_area:OCE:SA:87393439,48.810512,1.764951,78265,Garancières,Garancières (78890),admin:fr:78265,78890
24,Garches-Marnes-la-Coq.,Garches-Marnes-la-Coq. (Garches),Europe/Paris,stop_area:OCE:SA:87382259,48.83828,2.186846,92033,Garches,Garches (92380),admin:fr:92033,92380
0,Garchizy,Garchizy (Garchizy),Europe/Paris,stop_area:OCE:SA:87691436,47.043048,3.085856,58121,Garchizy,Garchizy (58600),admin:fr:58121,58600
1,Gardanne,Gardanne (Gardanne),Europe/Paris,stop_area:OCE:SA:87751420,43.456007,5.463322,13041,Gardanne,Gardanne (13120),admin:fr:13041,13120
2,Gardonne,Gardonne (Gardonne),Europe/Paris,stop_area:OCE:SA:87584235,44.834747,0.331823,24194,Gardonne,Gardonne (24680),admin:fr:24194,24680
3,Gargan,Gargan (Les Pavillons-sous-Bois),Europe/Paris,stop_area:OCE:SA:87113860,48.908233,2.517124,93057,Les Pavillons-sous-Bois,Les Pavillons-sous-Bois (93320),admin:fr:93057,93320
4,Gargenville,Gargenville (Gargenville),Europe/Paris,stop_area:OCE:SA:87381566,48.983111,1.809028,78267,Gargenville,Gargenville (78440),admin:fr:78267,78440
5,Garges-Sarcelles,Garges-Sarcelles (Garges-lès-Gonesse),Europe/Paris,stop_area:OCE:SA:87276196,48.976656,2.39036,95268,Garges-lès-Gonesse,Garges-lès-Gonesse (95140),admin:fr:95268,95140
6,Gaud,Gaud (Cierp-Gaud),Europe/Paris,stop_area:OCE:SA:87170811,42.914303,0.647954,31144,Cierp-Gaud,Cierp-Gaud (31440),admin:fr:31144,31440
7,Gauriaguet,Gauriaguet (Gauriaguet),Europe/Paris,stop_area:OCE:SA:87491225,45.053486,-0.399998,33183,Gauriaguet,Gauriaguet (33240),admin:fr:33183,33240
8,Gazeran,Gazeran (Gazeran),Europe/Paris,stop_area:OCE:SA:87393348,48.625959,1.772769,78269,Gazeran,Gazeran (78125),admin:fr:78269,78125
9,Gazinet-Cestas,Gazinet-Cestas (Cestas),Europe/Paris,stop_area:OCE:SA:87582403,44.772233,-0.699428,33122,Cestas,Cestas (33610),admin:fr:33122,33610
10,Geispolsheim,Geispolsheim (Geispolsheim),Europe/Paris,stop_area:OCE:SA:87212258,48.521919,7.68537,67152,Geispolsheim,Geispolsheim (67118),admin:fr:67152,67118
11,Gemeaux,Gemeaux (Gemeaux),Europe/Paris,stop_area:OCE:SA:87713842,47.477803,5.130078,21290,Gemeaux,Gemeaux (21120),admin:fr:21290,21120
12,Génelard,Génelard (Génelard),Europe/Paris,stop_area:OCE:SA:87694653,46.581192,4.23795,71212,Génelard,Génelard (71420),admin:fr:71212,71420
13,Générac,Générac (Générac),Europe/Paris,stop_area:OCE:SA:87775791,43.732975,4.344145,30128,Générac,Générac (30510),admin:fr:30128,30510
14,Genève,Genève (Genève),Europe/Paris,stop_area:OCE:SA:85010082,46.210558,6.143155,,Genève,Genève,admin:osm:relation:1685488,
15,Genève Eaux-Vives,Genève Eaux-Vives (Genève),Europe/Paris,stop_area:OCE:SA:85162735,46.201444,6.166583,,Genève,Genève,admin:osm:relation:1685488,
16,Genève-Champel,Genève-Champel (Genève),Europe/Paris,stop_area:OCE:SA:85162727,46.192166,6.15326,,Genève,Genève,admin:osm:relation:1685488,
17,Genève-Sécheron,Genève-Sécheron (Genève),Europe/Paris,stop_area:OCE:SA:85162834,46.222436,6.144555,,Genève,Genève,admin:osm:relation:1685488,
18,Genlis,Genlis (Genlis),Europe/Paris,stop_area:OCE:SA:87713313,47.244309,5.22378,21292,Genlis,Genlis (21110),admin:fr:21292,21110
19,Gennevilliers,Gennevilliers (Gennevilliers),Europe/Paris,stop_area:OCE:SA:87271205,48.933339,2.307628,92036,Gennevilliers,Gennevilliers (92230),admin:fr:92036,92230
20,Génolhac,Génolhac (Génolhac),Europe/Paris,stop_area:OCE:SA:87775213,44.348018,3.951822,30130,Génolhac,Génolhac,admin:fr:30130,
21,Genthod-Bellevue,Genthod-Bellevue (Genthod),Europe/Paris,stop_area:OCE:SA:85010215,46.256727,6.153964,,Genthod,Genthod (1294),admin:osm:relation:1685487,1294
22,Gentilly,Gentilly (Gentilly),Europe/Paris,stop_area:OCE:SA:87758656,48.815547,2.340861,94037,Gentilly,Gentilly (94250),admin:fr:94037,94250
23,Gerbéviller,Gerbéviller (Gerbéviller),Europe/Paris,stop_area:OCE:SA:87141234,48.497216,6.51055,54222,Gerbéviller,Gerbéviller (54830),admin:fr:54222,54830
24,Gerbéviller (Rue Gambet,Gerbéviller (Rue Gambet (Gerbéviller),Europe/Paris,stop_area:OCE:SA:87405621,48.500221,6.512376,54222,Gerbéviller,Gerbéviller (54830),admin:fr:54222,54830
0,Gerbeviller-Barbe,Gerbeviller-Barbe (Gerbéviller),Europe/Paris,stop_area:OCE:SA:87659094,48.496204,6.509128,54222,Gerbéviller,Gerbéviller (54830),admin:fr:54222,54830
1,Gerbeviller-Foch,Gerbeviller-Foch (Gerbéviller),Europe/Paris,stop_area:OCE:SA:87476788,48.502221,6.5103,54222,Gerbéviller,Gerbéviller (54830),admin:fr:54222,54830
2,Germaine,Germaine (Germaine),Europe/Paris,stop_area:OCE:SA:87171587,49.127942,4.022495,51266,Germaine,Germaine (51160),admin:fr:51266,51160
3,Gertwiller,Gertwiller (Gertwiller),Europe/Paris,stop_area:OCE:SA:87214254,48.413295,7.465911,67155,Gertwiller,Gertwiller (67140),admin:fr:67155,67140
4,Gerzat,Gerzat (Gerzat),Europe/Paris,stop_area:OCE:SA:87734046,45.833317,3.143098,63164,Gerzat,Gerzat (63360),admin:fr:63164,63360
5,Gestel,Gestel (Gestel),Europe/Paris,stop_area:OCE:SA:87476309,47.803103,-3.443365,56063,Gestel,Gestel (56530),admin:fr:56063,56530
6,Gevrey-Chambertin,Gevrey-Chambertin (Gevrey-Chambertin),Europe/Paris,stop_area:OCE:SA:87713503,47.227388,4.998789,21295,Gevrey-Chambertin,Gevrey-Chambertin (21220),admin:fr:21295,21220
7,Gien,Gien (Gien),Europe/Paris,stop_area:OCE:SA:87684290,47.698883,2.636752,45155,Gien,Gien (45500),admin:fr:45155,45500
8,Gien Puy de Dôme,Gien Puy de Dôme (Gien),Europe/Paris,stop_area:OCE:SA:87643916,47.684064,2.63194,45155,Gien,Gien (45500),admin:fr:45155,45500
9,Gien Rue Thiers,Gien Rue Thiers (Gien),Europe/Paris,stop_area:OCE:SA:87690198,47.683781,2.633457,45155,Gien,Gien (45500),admin:fr:45155,45500
10,Gien-Hôpital,Gien-Hôpital (Gien),Europe/Paris,stop_area:OCE:SA:87690180,47.690744,2.632817,45155,Gien,Gien (45500),admin:fr:45155,45500
11,Gien-Rte-De-Bourges,Gien-Rte-De-Bourges (Saint-Martin-sur-Ocre),Europe/Paris,stop_area:OCE:SA:87643924,47.675394,2.63895,45291,Saint-Martin-sur-Ocre,Saint-Martin-sur-Ocre (45500),admin:fr:45291,45500
12,Gièvres,Gièvres (Gièvres),Europe/Paris,stop_area:OCE:SA:87576876,47.27873,1.667812,41097,Gièvres,Gièvres (41130),admin:fr:41097,41130
13,Gif-sur-Yvette,Gif-sur-Yvette (Gif-sur-Yvette),Europe/Paris,stop_area:OCE:SA:87758870,48.698307,2.136888,91272,Gif-sur-Yvette,Gif-sur-Yvette (91190),admin:fr:91272,91190
14,Gignac-Cressensac (Lot),Gignac-Cressensac (Lot) (Gignac),Europe/Paris,stop_area:OCE:SA:87594325,45.01474,1.483241,46118,Gignac,Gignac (46600),admin:fr:46118,46600
15,Gilley,Gilley (Gilley),Europe/Paris,stop_area:OCE:SA:87718577,47.050484,6.49229,25271,Gilley,Gilley (25650),admin:fr:25271,25650
16,Gilly-sur-Loire,Gilly-sur-Loire (Gilly-sur-Loire),Europe/Paris,stop_area:OCE:SA:87694869,46.536983,3.781787,71220,Gilly-sur-Loire,Gilly-sur-Loire (71160),admin:fr:71220,71160
17,Gimont-Cahuzac,Gimont-Cahuzac (Gimont),Europe/Paris,stop_area:OCE:SA:87611772,43.633182,0.867584,32147,Gimont,Gimont (32200),admin:fr:32147,32200
18,Gironde,Gironde (Gironde-sur-Dropt),Europe/Paris,stop_area:OCE:SA:87582858,44.583338,-0.09246600000000001,33187,Gironde-sur-Dropt,Gironde-sur-Dropt (33190),admin:fr:33187,33190
19,Giroux,Giroux (Olliergues),Europe/Paris,stop_area:OCE:SA:87734533,45.695371,3.590237,63258,Olliergues,Olliergues (63880),admin:fr:63258,63880
20,Gisors,Gisors (Gisors),Europe/Paris,stop_area:OCE:SA:87381244,49.28512,1.7845,27284,Gisors,Gisors (27140),admin:fr:27284,27140
21,Givet,Givet (Givet),Europe/Paris,stop_area:OCE:SA:87172130,50.140253,4.817939,8190,Givet,Givet (08600),admin:fr:8190,08600
22,Givors-Canal,Givors-Canal (Givors),Europe/Paris,stop_area:OCE:SA:87722439,45.5957,4.772493,69091,Givors,Givors (69700),admin:fr:69091,69700
23,Givors-Ville,Givors-Ville (Givors),Europe/Paris,stop_area:OCE:SA:87722405,45.584949,4.766083,69091,Givors,Givors (69700),admin:fr:69091,69700
24,Glovelier,Glovelier (Haute-Sorne),Europe/Paris,stop_area:OCE:SA:85001230,47.335389,7.209277,,Haute-Sorne,Haute-Sorne (2863),admin:osm:relation:2759181,2863
0,Goderville,Goderville (Goderville),Europe/Paris,stop_area:OCE:SA:87430785,49.645564,0.367784,76302,Goderville,Goderville (76110),admin:fr:76302,76110
1,Golfe-Juan-Vallauris,Golfe-Juan-Vallauris (Vallauris),Europe/Paris,stop_area:OCE:SA:87757641,43.566517,7.073633,6155,Vallauris,Vallauris (06220),admin:fr:6155,06220
2,Goncelin,Goncelin (Goncelin),Europe/Paris,stop_area:OCE:SA:87747477,45.34196,5.974107,38181,Goncelin,Goncelin (38570),admin:fr:38181,38570
3,Gondrexange (Centre),Gondrexange (Centre) (Gondrexange),Europe/Paris,stop_area:OCE:SA:87407403,48.685181,6.926378,57253,Gondrexange,Gondrexange (57815),admin:fr:57253,57815
4,Gondrexange D. Ketzing,Gondrexange D. Ketzing (Gondrexange),Europe/Paris,stop_area:OCE:SA:87215137,48.685147,6.926103,57253,Gondrexange,Gondrexange (57815),admin:fr:57253,57815
5,Gonfaron,Gonfaron (Gonfaron),Europe/Paris,stop_area:OCE:SA:87755397,43.317212,6.281666,83067,Gonfaron,Gonfaron (83590),admin:fr:83067,83590
6,Gorges,Gorges (Gorges),Europe/Paris,stop_area:OCE:SA:87481432,47.100074,-1.306207,44064,Gorges,Gorges (44190),admin:fr:44064,44190
7,Gosselming (Poste),Gosselming (Poste) (Gosselming),Europe/Paris,stop_area:OCE:SA:87407130,48.790873,7.00431,57255,Gosselming,Gosselming (57930),admin:fr:57255,57930
8,Gosselming-Mairie,Gosselming-Mairie (Gosselming),Europe/Paris,stop_area:OCE:SA:87703595,48.793047,7.000772,57255,Gosselming,Gosselming (57930),admin:fr:57255,57930
9,Gouaux-de-Luchon,Gouaux-de-Luchon (Esténos),Europe/Paris,stop_area:OCE:SA:87173377,42.946528,0.64092,31176,Esténos,Esténos (31440),admin:fr:31176,31440
10,Gourdan-Polignan-Lycée,Gourdan-Polignan-Lycée (Gourdan-Polignan),Europe/Paris,stop_area:OCE:SA:87176974,43.073697,0.584934,31224,Gourdan-Polignan,Gourdan-Polignan (31210),admin:fr:31224,31210
11,Gourdon,Gourdon (Gourdon),Europe/Paris,stop_area:OCE:SA:87613141,44.741898,1.389276,46127,Gourdon,Gourdon (46300),admin:fr:46127,46300
12,Gourland,Gourland (Grâces),Europe/Paris,stop_area:OCE:SA:87473801,48.559919,-3.166107,22067,Grâces,Grâces (22200),admin:fr:22067,22200
13,Gourzon,Gourzon (Bayard-sur-Marne),Europe/Paris,stop_area:OCE:SA:87338152,48.545829,5.084712,52265,Bayard-sur-Marne,Bayard-sur-Marne (52170),admin:fr:52265,52170
14,Goussainville,Goussainville (Goussainville),Europe/Paris,stop_area:OCE:SA:87276246,49.024068,2.463253,95280,Goussainville,Goussainville (95190),admin:fr:95280,95190
15,Gouzon-Champ-de-Foire,Gouzon-Champ-de-Foire (Gouzon),Europe/Paris,stop_area:OCE:SA:87158006,46.191172,2.239924,23093,Gouzon,Gouzon (23230),admin:fr:23093,23230
16,Goxwiller,Goxwiller (Goxwiller),Europe/Paris,stop_area:OCE:SA:87214270,48.432595,7.478705,67164,Goxwiller,Goxwiller (67210),admin:fr:67164,67210
17,Graffenstaden,Graffenstaden (Geispolsheim),Europe/Paris,stop_area:OCE:SA:87212241,48.533373,7.690114,67152,Geispolsheim,Geispolsheim (67118),admin:fr:67152,67118
18,Graffenwald,Graffenwald (Wittelsheim),Europe/Paris,stop_area:OCE:SA:87181131,47.780296,7.225576,68375,Wittelsheim,Wittelsheim (68310),admin:fr:68375,68310
19,Gragnague,Gragnague (Gragnague),Europe/Paris,stop_area:OCE:SA:87615377,43.695795,1.567567,31228,Gragnague,Gragnague (31380),admin:fr:31228,31380
20,Gramat,Gramat (Gramat),Europe/Paris,stop_area:OCE:SA:87613059,44.77349,1.722371,46128,Gramat,Gramat (46500),admin:fr:46128,46500
21,Grand-Bourg,Grand-Bourg (Ris-Orangis),Europe/Paris,stop_area:OCE:SA:87681353,48.647882,2.436093,91521,Ris-Orangis,Ris-Orangis (91130),admin:fr:91521,91130
22,Grand-Combe-la-Pise,Grand-Combe-la-Pise (La Grand-Combe),Europe/Paris,stop_area:OCE:SA:87775254,44.209949,4.033467,30132,La Grand-Combe,La Grand-Combe (30110),admin:fr:30132,30110
23,Grande Synthe,Grande Synthe (Grande-Synthe),Europe/Paris,stop_area:OCE:SA:87281311,51.002648,2.313412,59271,Grande-Synthe,Grande-Synthe (59760),admin:fr:59271,59760
24,Grande-Arche-La Défense,Grande-Arche-La Défense (Puteaux),Europe/Paris,stop_area:OCE:SA:87758011,48.891845,2.23851,92062,Puteaux,Puteaux (92800),admin:fr:92062,92800
0,Grandris-Centre,Grandris-Centre (Grandris),Europe/Paris,stop_area:OCE:SA:87698290,46.036919,4.472329,69093,Grandris,Grandris (69870),admin:fr:69093,69870
1,Grandris-Folletière.,Grandris-Folletière. (Lamure-sur-Azergues),Europe/Paris,stop_area:OCE:SA:87721852,46.035952,4.49333,69107,Lamure-sur-Azergues,Lamure-sur-Azergues (69870),admin:fr:69107,69870
2,Grandvillars,Grandvillars (Grandvillars),Europe/Paris,stop_area:OCE:SA:87184432,47.538192,6.976454,90053,Grandvillars,Grandvillars (90600),admin:fr:90053,90600
3,Grandvilliers,Grandvilliers (Grandvilliers),Europe/Paris,stop_area:OCE:SA:87313734,49.659393,1.938451,60286,Grandvilliers,Grandvilliers (60210),admin:fr:60286,60210
4,Granville,Granville (Granville),Europe/Paris,stop_area:OCE:SA:87447680,48.838844,-1.586778,50218,Granville,Granville (50400),admin:fr:50218,50400
5,Grasse,Grasse (Grasse),Europe/Paris,stop_area:OCE:SA:87757724,43.653328,6.925562,6069,Grasse,Grasse (06130-06520),admin:fr:6069,06130;06520
6,Graulhet-Pl.-Joudain,Graulhet-Pl.-Joudain (Graulhet),Europe/Paris,stop_area:OCE:SA:87443085,43.761575,1.98906,81105,Graulhet,Graulhet (81300),admin:fr:81105,81300
7,Gravelines,Gravelines (Gravelines),Europe/Paris,stop_area:OCE:SA:87281246,50.97887,2.12326,59273,Gravelines,Gravelines (59820),admin:fr:59273,59820
8,Gravigny-Balizy,Gravigny-Balizy (Longjumeau),Europe/Paris,stop_area:OCE:SA:87393645,48.685324,2.317801,91345,Longjumeau,Longjumeau (91160),admin:fr:91345,91160
9,Grenchen Nrd,Grenchen Nrd (Grenchen),Europe/Paris,stop_area:OCE:SA:85001594,47.191879,7.389768,,Grenchen,Grenchen (2540),admin:osm:relation:1683510,2540
10,Grenoble,Grenoble (Grenoble),Europe/Paris,stop_area:OCE:SA:87747006,45.191463,5.71453,38185,Grenoble,Grenoble (38000-38100),admin:fr:38185,38000;38100
11,Grenoble U.-Gières,Grenoble U.-Gières (Gières),Europe/Paris,stop_area:OCE:SA:87747402,45.184903,5.784731,38179,Gières,Gières (38610),admin:fr:38179,38610
12,Grenoble-Champollion,Grenoble-Champollion (Grenoble),Europe/Paris,stop_area:OCE:SA:87697482,45.186075,5.725878,38185,Grenoble,Grenoble (38000-38100),admin:fr:38185,38000;38100
13,Grenoble-Eugène-Chavant,Grenoble-Eugène-Chavant (Grenoble),Europe/Paris,stop_area:OCE:SA:87697466,45.172846,5.724753,38185,Grenoble,Grenoble (38000-38100),admin:fr:38185,38000;38100
14,Grenoble-Gare-Routière,Grenoble-Gare-Routière (Grenoble),Europe/Paris,stop_area:OCE:SA:87335521,45.192674,5.714361,38185,Grenoble,Grenoble (38000-38100),admin:fr:38185,38000;38100
15,Grenoble-Victor-Hugo,Grenoble-Victor-Hugo (Grenoble),Europe/Paris,stop_area:OCE:SA:87697474,45.189169,5.725099,38185,Grenoble,Grenoble (38000-38100),admin:fr:38185,38000;38100
16,Gresswiller,Gresswiller (Gresswiller),Europe/Paris,stop_area:OCE:SA:87214593,48.532999,7.424665,67168,Gresswiller,Gresswiller (67190),admin:fr:67168,67190
17,Gresswiller-(Abri).,Gresswiller-(Abri). (Gresswiller),Europe/Paris,stop_area:OCE:SA:87660589,48.535711,7.425486,67168,Gresswiller,Gresswiller (67190),admin:fr:67168,67190
18,Grésy-S/Aix-Ondea,Grésy-S/Aix-Ondea (Grésy-sur-Aix),Europe/Paris,stop_area:OCE:SA:87698308,45.723245,5.918449,73128,Grésy-sur-Aix,Grésy-sur-Aix (73100),admin:fr:73128,73100
19,Grésy-sur-Aix,Grésy-sur-Aix (Grésy-sur-Aix),Europe/Paris,stop_area:OCE:SA:87746107,45.724505,5.922131,73128,Grésy-sur-Aix,Grésy-sur-Aix (73100),admin:fr:73128,73100
20,Grésy-sur-Isère,Grésy-sur-Isère (Grésy-sur-Isère),Europe/Paris,stop_area:OCE:SA:87741611,45.594439,6.258861,73129,Grésy-sur-Isère,Grésy-sur-Isère (73460),admin:fr:73129,73460
