,name,label,timezone,id,lat,lon,insee,region,label_region,id_region,zip_code
0,,,Europe/Paris,stop_area:OCE:SA:87187971,0,0,,,,,
1,,,Europe/Paris,stop_area:OCE:SA:87713875,0,0,,,,,
2,,,Europe/Paris,stop_area:OCE:SA:87725473,0,0,,,,,
3,Aachen/Aix la Chapelle,Aachen/Aix la Chapelle (Aachen),Europe/Paris,stop_area:OCE:SA:80153452,50.767759,6.091215,,Aachen,Aachen,admin:osm:relation:62564,
4,Abancourt,Abancourt (Abancourt),Europe/Paris,stop_area:OCE:SA:87313759,49.685665,1.77418,60001,Abancourt,Abancourt (60220),admin:fr:60001,60220
5,Abbaretz,Abbaretz (Abbaretz),Europe/Paris,stop_area:OCE:SA:87481614,47.55523,-1.524196,44001,Abbaretz,Abbaretz (44170),admin:fr:44001,44170
6,Abbeville,Abbeville (Abbeville),Europe/Paris,stop_area:OCE:SA:87317362,50.102194,1.824486,80001,Abbeville,Abbeville (80100),admin:fr:80001,80100
7,Ablon,Ablon (Ablon-sur-Seine),Europe/Paris,stop_area:OCE:SA:87545269,48.725377,2.419245,94001,Ablon-sur-Seine,Ablon-sur-Seine (94480),admin:fr:94001,94480
8,Aboncourt,Aboncourt (Aboncourt),Europe/Paris,stop_area:OCE:SA:87191403,49.261034,6.346529,57001,Aboncourt,Aboncourt (57920),admin:fr:57001,57920
9,Abrest Mairie,Abrest Mairie (Abrest),Europe/Paris,stop_area:OCE:SA:87721944,46.098866,3.444789,3001,Abrest,Abrest (03200),admin:fr:3001,03200
10,Accolay-Le-Pont,Accolay-Le-Pont (Deux Rivières),Europe/Paris,stop_area:OCE:SA:87677252,47.659446,3.713922,89130,Deux Rivières,Deux Rivières,admin:fr:89130,
11,Achères-Grand-Cormier,Achères-Grand-Cormier (Saint-Germain-en-Laye),Europe/Paris,stop_area:OCE:SA:87386052,48.955163,2.09194,78551,Saint-Germain-en-Laye,Saint-Germain-en-Laye,admin:fr:78551,
12,Achères-Ville,Achères-Ville (Achères),Europe/Paris,stop_area:OCE:SA:87381657,48.969341,2.077786,78005,Achères,Achères (78260),admin:fr:78005,78260
13,Achiet,Achiet (Achiet-le-Grand),Europe/Paris,stop_area:OCE:SA:87342048,50.131685,2.78014,62005,Achiet-le-Grand,Achiet-le-Grand (62121),admin:fr:62005,62121
14,Adamswiller Lot. forêt.,Adamswiller Lot. forêt. (Adamswiller),Europe/Paris,stop_area:OCE:SA:87658856,48.905629,7.208236,67002,Adamswiller,Adamswiller (67320),admin:fr:67002,67320
15,Adamswiller-(Mairie).,Adamswiller-(Mairie). (Adamswiller),Europe/Paris,stop_area:OCE:SA:87658922,48.903847,7.201171,67002,Adamswiller,Adamswiller (67320),admin:fr:67002,67320
16,Aérop-C-de-Gaulle-2-TGV,Aérop-C-de-Gaulle-2-TGV (Tremblay-en-France),Europe/Paris,stop_area:OCE:SA:87001479,49.003605,2.571026,93073,Tremblay-en-France,Tremblay-en-France (93290),admin:fr:93073,93290
17,Aéroport-Ch-de-Gaulle-1,Aéroport-Ch-de-Gaulle-1 (Tremblay-en-France),Europe/Paris,stop_area:OCE:SA:87271460,49.00954,2.559837,93073,Tremblay-en-France,Tremblay-en-France (93290),admin:fr:93073,93290
18,Aéropt-C-de-Gaulle-TGV,Aéropt-C-de-Gaulle-TGV (Le Mesnil-Amelot),Europe/Paris,stop_area:OCE:SA:87271494,49.004018,2.571588,77291,Le Mesnil-Amelot,Le Mesnil-Amelot (77990),admin:fr:77291,77990
19,Agay,Agay (Saint-Raphaël),Europe/Paris,stop_area:OCE:SA:87757559,43.431611,6.856696,83118,Saint-Raphaël,Saint-Raphaël (83530-83700),admin:fr:83118,83530;83700
20,Agde,Agde (Agde),Europe/Paris,stop_area:OCE:SA:87781278,43.317574,3.46602,34003,Agde,Agde (34300),admin:fr:34003,34300
21,Agen,Agen (Agen),Europe/Paris,stop_area:OCE:SA:87586008,44.207972,0.620905,47001,Agen,Agen (47000),admin:fr:47001,47000
22,Agonac,Agonac (Agonac),Europe/Paris,stop_area:OCE:SA:87595157,45.286682,0.748588,24002,Agonac,Agonac (24460),admin:fr:24002,24460
23,Aguessac,Aguessac (Aguessac),Europe/Paris,stop_area:OCE:SA:87783399,44.153728,3.09793,12002,Aguessac,Aguessac (12520),admin:fr:12002,12520
24,Aguilcourt-Variscourt,Aguilcourt-Variscourt (Variscourt),Europe/Paris,stop_area:OCE:SA:87171702,49.408007,3.972984,2761,Variscourt,Variscourt (02190),admin:fr:2761,02190
0,Aigrefeuille-le-Thou,Aigrefeuille-le-Thou (Le Thou),Europe/Paris,stop_area:OCE:SA:87485193,46.093489,-0.951268,17447,Le Thou,Le Thou (17290),admin:fr:17447,17290
1,Aiguebelette-Centre,Aiguebelette-Centre (Aiguebelette-le-Lac),Europe/Paris,stop_area:OCE:SA:87695957,45.53747,5.812967,73001,Aiguebelette-le-Lac,Aiguebelette-le-Lac (73610),admin:fr:73001,73610
2,Aiguebelette-le-Lac,Aiguebelette-le-Lac (Aiguebelette-le-Lac),Europe/Paris,stop_area:OCE:SA:87741421,45.536304,5.813111,73001,Aiguebelette-le-Lac,Aiguebelette-le-Lac (73610),admin:fr:73001,73610
3,Aiguebelle,Aiguebelle (Val-d'Arc),Europe/Paris,stop_area:OCE:SA:87741256,45.543666,6.306747,73212,Val-d'Arc,Val-d'Arc (73220),admin:fr:73212,73220
4,Aigueblanche-Centre,Aigueblanche-Centre (Grand-Aigueblanche),Europe/Paris,stop_area:OCE:SA:87741710,45.500203,6.511056,73003,Grand-Aigueblanche,Grand-Aigueblanche,admin:fr:73003,
5,Aigueperse,Aigueperse (Aigueperse),Europe/Paris,stop_area:OCE:SA:87734129,46.014847,3.197876,63001,Aigueperse,Aigueperse (63260),admin:fr:63001,63260
6,Aigues-Mortes,Aigues-Mortes (Aigues-Mortes),Europe/Paris,stop_area:OCE:SA:87775858,43.571117,4.191107,30003,Aigues-Mortes,Aigues-Mortes (30220),admin:fr:30003,30220
7,Aiguillon (Lot et Gar),Aiguillon (Lot et Gar) (Aiguillon),Europe/Paris,stop_area:OCE:SA:87586693,44.298723,0.335174,47004,Aiguillon,Aiguillon (47190),admin:fr:47004,47190
8,Ailleville,Ailleville (Ailleville),Europe/Paris,stop_area:OCE:SA:87215624,48.254722,4.682218,10002,Ailleville,Ailleville (10200),admin:fr:10002,10200
9,Aillevillers,Aillevillers (Corbenay),Europe/Paris,stop_area:OCE:SA:87185629,47.913865,6.337389,70171,Corbenay,Corbenay (70320),admin:fr:70171,70320
10,Ailly-sur-Noye,Ailly-sur-Noye (Ailly-sur-Noye),Europe/Paris,stop_area:OCE:SA:87313221,49.754401,2.364171,80010,Ailly-sur-Noye,Ailly-sur-Noye (80250),admin:fr:80010,80250
11,Ailly-sur-Somme,Ailly-sur-Somme (Ailly-sur-Somme),Europe/Paris,stop_area:OCE:SA:87313098,49.928347,2.200556,80011,Ailly-sur-Somme,Ailly-sur-Somme (80470),admin:fr:80011,80470
12,Aimargues,Aimargues (Aimargues),Europe/Paris,stop_area:OCE:SA:87775833,43.678565,4.208202,30006,Aimargues,Aimargues (30470),admin:fr:30006,30470
13,Aime-la-Plagne,Aime-la-Plagne (Aime-la-Plagne),Europe/Paris,stop_area:OCE:SA:87741769,45.554368,6.648884,73006,Aime-la-Plagne,Aime-la-Plagne (73210),admin:fr:73006,73210
14,Aiserey,Aiserey (Aiserey),Europe/Paris,stop_area:OCE:SA:87713636,47.170648,5.158391,21005,Aiserey,Aiserey (21110),admin:fr:21005,21110
15,Aiton-Salle-Polyvalente,Aiton-Salle-Polyvalente (Aiton),Europe/Paris,stop_area:OCE:SA:87741249,45.559471,6.259363,73007,Aiton,Aiton (73220),admin:fr:73007,73220
16,Aix-en-Provence,Aix-en-Provence (Aix-en-Provence),Europe/Paris,stop_area:OCE:SA:87751404,43.522868,5.445323,13001,Aix-en-Provence,Aix-en-Provence (13080-13540),admin:fr:13001,13080;13540
17,Aix-en-Provence-TGV,Aix-en-Provence-TGV (Aix-en-Provence),Europe/Paris,stop_area:OCE:SA:87319012,43.455151,5.317264,13001,Aix-en-Provence,Aix-en-Provence (13080-13540),admin:fr:13001,13080;13540
18,Aix-Gare-Routière,Aix-Gare-Routière (Aix-en-Provence),Europe/Paris,stop_area:OCE:SA:87541797,43.523328,5.439959,13001,Aix-en-Provence,Aix-en-Provence (13080-13540),admin:fr:13001,13080;13540
19,Aix-les-Bains-le-Revard,Aix-les-Bains-le-Revard (Aix-les-Bains),Europe/Paris,stop_area:OCE:SA:87741132,45.687862,5.90935,73008,Aix-les-Bains,Aix-les-Bains (73100),admin:fr:73008,73100
20,Aixe-sur-Vienne,Aixe-sur-Vienne (Aixe-sur-Vienne),Europe/Paris,stop_area:OCE:SA:87592667,45.796582,1.14574,87001,Aixe-sur-Vienne,Aixe-sur-Vienne (87700),admin:fr:87001,87700
21,Ajain,Ajain (Ajain),Europe/Paris,stop_area:OCE:SA:87417808,46.207141,1.997206,23002,Ajain,Ajain (23380),admin:fr:23002,23380
22,Alai,Alai (Tassin-la-Demi-Lune),Europe/Paris,stop_area:OCE:SA:87722744,45.751954,4.771761,69244,Tassin-la-Demi-Lune,Tassin-la-Demi-Lune (69160),admin:fr:69244,69160
23,Alba-Ruines-Romaines,Alba-Ruines-Romaines (Alba-la-Romaine),Europe/Paris,stop_area:OCE:SA:87420836,44.570303,4.587538,7005,Alba-la-Romaine,Alba-la-Romaine (07400),admin:fr:7005,07400
24,Albens,Albens (Entrelacs),Europe/Paris,stop_area:OCE:SA:87746115,45.786133,5.948551,73010,Entrelacs,Entrelacs,admin:fr:73010,
0,Albert,Albert (Albert),Europe/Paris,stop_area:OCE:SA:87313072,50.005397,2.644524,80016,Albert,Albert (80300),admin:fr:80016,80300
1,Albertville,Albertville (Albertville),Europe/Paris,stop_area:OCE:SA:87741645,45.673184,6.383238,73011,Albertville,Albertville (73200),admin:fr:73011,73200
2,Albi-Madeleine.,Albi-Madeleine. (Albi),Europe/Paris,stop_area:OCE:SA:87615195,43.937899,2.141168,81004,Albi,Albi (81000),admin:fr:81004,81000
3,Albi-Ville,Albi-Ville (Albi),Europe/Paris,stop_area:OCE:SA:87615005,43.922036,2.138635,81004,Albi,Albi (81000),admin:fr:81004,81000
4,Albias,Albias (Albias),Europe/Paris,stop_area:OCE:SA:87613398,44.091975,1.444875,82002,Albias,Albias (82350),admin:fr:82002,82350
5,Albias-Abri-Bus,Albias-Abri-Bus (Albias),Europe/Paris,stop_area:OCE:SA:87139089,44.09051,1.447144,82002,Albias,Albias (82350),admin:fr:82002,82350
6,Albigny-Neuville,Albigny-Neuville (Albigny-sur-Saône),Europe/Paris,stop_area:OCE:SA:87721266,45.874857,4.832844,69003,Albigny-sur-Saône,Albigny-sur-Saône (69250),admin:fr:69003,69250
7,Albigny-Neuville-Arret,Albigny-Neuville-Arret (Albigny-sur-Saône),Europe/Paris,stop_area:OCE:SA:87697003,45.875407,4.833204,69003,Albigny-sur-Saône,Albigny-sur-Saône (69250),admin:fr:69003,69250
8,Alençon,Alençon (Alençon),Europe/Paris,stop_area:OCE:SA:87444711,48.433803,0.09905,61001,Alençon,Alençon (61000),admin:fr:61001,61000
9,Alès,Alès (Alès),Europe/Paris,stop_area:OCE:SA:87775288,44.128126,4.084779,30007,Alès,Alès (30100),admin:fr:30007,30100
10,Alet-les-Bains,Alet-les-Bains (Alet-les-Bains),Europe/Paris,stop_area:OCE:SA:87615187,42.997211,2.251852,11008,Alet-les-Bains,Alet-les-Bains (11580),admin:fr:11008,11580
11,Allamps-Esat,Allamps-Esat (Allamps),Europe/Paris,stop_area:OCE:SA:87117465,48.542793,5.79684,54010,Allamps,Allamps (54112),admin:fr:54010,54112
12,Allanche,Allanche (Allanche),Europe/Paris,stop_area:OCE:SA:87645614,45.22967,2.931457,15001,Allanche,Allanche (15160),admin:fr:15001,15160
13,Allassac,Allassac (Allassac),Europe/Paris,stop_area:OCE:SA:87594234,45.258966,1.473229,19005,Allassac,Allassac (19240),admin:fr:19005,19240
14,Allée-de-la-Tour-R.v.,Allée-de-la-Tour-R.v. (Villemomble),Europe/Paris,stop_area:OCE:SA:87113878,48.897526,2.506795,93077,Villemomble,Villemomble (93250),admin:fr:93077,93250
15,Allègre,Allègre (Allègre),Europe/Paris,stop_area:OCE:SA:87734665,45.203328,3.713327,43003,Allègre,Allègre (43270),admin:fr:43003,43270
16,Allegre-Maison-Retraite,Allegre-Maison-Retraite (Allègre),Europe/Paris,stop_area:OCE:SA:87589390,45.201964,3.713789,43003,Allègre,Allègre (43270),admin:fr:43003,43270
17,Allenc,Allenc (Allenc),Europe/Paris,stop_area:OCE:SA:87783654,44.541673,3.664216,48003,Allenc,Allenc (48190),admin:fr:48003,48190
18,Alleyras,Alleyras (Alleyras),Europe/Paris,stop_area:OCE:SA:87731885,44.918949,3.67355,43005,Alleyras,Alleyras (43580),admin:fr:43005,43580
19,Alouette-France,Alouette-France (Pessac),Europe/Paris,stop_area:OCE:SA:87581793,44.793502,-0.659614,33318,Pessac,Pessac (33600),admin:fr:33318,33600
20,Alteckendorf-Abri,Alteckendorf-Abri (Alteckendorf),Europe/Paris,stop_area:OCE:SA:87639955,48.794558,7.589739,67005,Alteckendorf,Alteckendorf (67270),admin:fr:67005,67270
21,Alteckendorf-Eckendorf,Alteckendorf-Eckendorf (Alteckendorf),Europe/Paris,stop_area:OCE:SA:87639930,48.78972,7.601546,67005,Alteckendorf,Alteckendorf (67270),admin:fr:67005,67270
22,Alteckendorf-Mairie,Alteckendorf-Mairie (Alteckendorf),Europe/Paris,stop_area:OCE:SA:87639948,48.792845,7.594651,67005,Alteckendorf,Alteckendorf (67270),admin:fr:67005,67270
23,Altkirch,Altkirch (Altkirch),Europe/Paris,stop_area:OCE:SA:87182238,47.627106,7.239591,68004,Altkirch,Altkirch (68130),admin:fr:68004,68130
24,Alzing,Alzing (Alzing),Europe/Paris,stop_area:OCE:SA:87117515,49.279032,6.552215,57016,Alzing,Alzing (57320),admin:fr:57016,57320
0,Amagne-Lucquy,Amagne-Lucquy (Lucquy),Europe/Paris,stop_area:OCE:SA:87172262,49.523728,4.47375,8262,Lucquy,Lucquy (08300),admin:fr:8262,08300
1,Amance Mairie/Ecole,Amance Mairie/Ecole (Amance),Europe/Paris,stop_area:OCE:SA:87727925,48.295108,4.516133,10005,Amance,Amance (10140),admin:fr:10005,10140
2,Amance Ville Bois Eglis,Amance Ville Bois Eglis (Amance),Europe/Paris,stop_area:OCE:SA:87727917,48.286224,4.500373,10005,Amance,Amance (10140),admin:fr:10005,10140
3,Ambazac,Ambazac (Ambazac),Europe/Paris,stop_area:OCE:SA:87592311,45.952901,1.406502,87002,Ambazac,Ambazac (87240),admin:fr:87002,87240
4,Ambérieu-en-Bugey,Ambérieu-en-Bugey (Ambérieu-en-Bugey),Europe/Paris,stop_area:OCE:SA:87743716,45.954008,5.342313,1004,Ambérieu-en-Bugey,Ambérieu-en-Bugey (01500),admin:fr:1004,01500
5,Ambert,Ambert (Ambert),Europe/Paris,stop_area:OCE:SA:87734574,45.549647,3.735071,63003,Ambert,Ambert (63600),admin:fr:63003,63600
6,Ambert-Ville,Ambert-Ville (Ambert),Europe/Paris,stop_area:OCE:SA:87395756,45.550598,3.739655,63003,Ambert,Ambert (63600),admin:fr:63003,63600
7,Amboise,Amboise (Amboise),Europe/Paris,stop_area:OCE:SA:87574343,47.421431,0.981219,37003,Amboise,Amboise (37400),admin:fr:37003,37400
8,Ambronay-Priay,Ambronay-Priay (Ambronay),Europe/Paris,stop_area:OCE:SA:87743146,46.011639,5.338266,1007,Ambronay,Ambronay (01500),admin:fr:1007,01500
9,Ambronay-Priay-Rd-1075,Ambronay-Priay-Rd-1075 (Ambronay),Europe/Paris,stop_area:OCE:SA:87695965,46.009723,5.340888,1007,Ambronay,Ambronay (01500),admin:fr:1007,01500
10,Amiens,Amiens (Amiens),Europe/Paris,stop_area:OCE:SA:87313874,49.890532,2.308098,80021,Amiens,Amiens (80000),admin:fr:80021,80000
11,Amifontaine,Amifontaine (Amifontaine),Europe/Paris,stop_area:OCE:SA:87171744,49.484648,3.910675,2013,Amifontaine,Amifontaine (02190),admin:fr:2013,02190
12,Amilly-Ouerray,Amilly-Ouerray (Amilly),Europe/Paris,stop_area:OCE:SA:87394205,48.43845,1.389557,28006,Amilly,Amilly (28300),admin:fr:28006,28300
13,Amplepuis,Amplepuis (Amplepuis),Europe/Paris,stop_area:OCE:SA:87721035,45.971001,4.326723,69006,Amplepuis,Amplepuis (69550),admin:fr:69006,69550
14,Amsterdam-Centraal,Amsterdam-Centraal (Amsterdam) (Amsterdam),Europe/Paris,stop_area:OCE:SA:84000588,52.378893,4.900575,,Amsterdam,Amsterdam,admin:osm:relation:271110,
15,Ancenis,Ancenis (Ancenis-Saint-Géréon),Europe/Paris,stop_area:OCE:SA:87481192,47.369458,-1.177608,44003,Ancenis-Saint-Géréon,Ancenis-Saint-Géréon (44150),admin:fr:44003,44150
16,Anchamps,Anchamps (Anchamps),Europe/Paris,stop_area:OCE:SA:87172858,49.930389,4.671588,8011,Anchamps,Anchamps (08500),admin:fr:8011,08500
17,Anché-Voulon,Anché-Voulon (Anché),Europe/Paris,stop_area:OCE:SA:87575332,46.349637,0.250203,86003,Anché,Anché (86700),admin:fr:86003,86700
18,Ancizan,Ancizan (Ancizan),Europe/Paris,stop_area:OCE:SA:87677997,42.873331,0.338048,65006,Ancizan,Ancizan (65440),admin:fr:65006,65440
19,Ancizes-St-Georges-Bour,Ancizes-St-Georges-Bour (Les Ancizes-Comps),Europe/Paris,stop_area:OCE:SA:87589606,45.924675,2.810414,63004,Les Ancizes-Comps,Les Ancizes-Comps (63770),admin:fr:63004,63770
20,Ancizes-St-Georges-Usin,Ancizes-St-Georges-Usin (Les Ancizes-Comps),Europe/Paris,stop_area:OCE:SA:87589689,45.921744,2.810001,63004,Les Ancizes-Comps,Les Ancizes-Comps (63770),admin:fr:63004,63770
21,Ancy-sur-Moselle,Ancy-sur-Moselle (Ancy-Dornot),Europe/Paris,stop_area:OCE:SA:87192419,49.057435,6.062451,57021,Ancy-Dornot,Ancy-Dornot (57130),admin:fr:57021,57130
22,Andelat,Andelat (Andelat),Europe/Paris,stop_area:OCE:SA:87783167,45.058516,3.057667,15004,Andelat,Andelat (15100),admin:fr:15004,15100
23,Andelot,Andelot (Andelot-en-Montagne),Europe/Paris,stop_area:OCE:SA:87715102,46.85938,5.923725,39009,Andelot-en-Montagne,Andelot-en-Montagne (39110),admin:fr:39009,39110
24,Andorre-L'Hospitalet,Andorre-L'Hospitalet (L'Hospitalet-près-l'Andorre),Europe/Paris,stop_area:OCE:SA:87611517,42.588385,1.798515,9139,L'Hospitalet-près-l'Andorre,L'Hospitalet-près-l'Andorre (09390),admin:fr:9139,09390
0,Andrésy,Andrésy (Andrésy),Europe/Paris,stop_area:OCE:SA:87381491,48.974279,2.048356,78015,Andrésy,Andrésy (78570),admin:fr:78015,78570
1,Andrézieux,Andrézieux (Andrézieux-Bouthéon),Europe/Paris,stop_area:OCE:SA:87726406,45.521762,4.255176,42005,Andrézieux-Bouthéon,Andrézieux-Bouthéon (42160),admin:fr:42005,42160
2,Angers-Maitre-Ecole,Angers-Maitre-Ecole (Angers),Europe/Paris,stop_area:OCE:SA:87484048,47.467005,-0.532493,49007,Angers,Angers (49000-49100),admin:fr:49007,49000;49100
3,Angers-St-Laud,Angers-St-Laud (Angers),Europe/Paris,stop_area:OCE:SA:87484006,47.464434,-0.556949,49007,Angers,Angers (49000-49100),admin:fr:49007,49000;49100
4,Angerville,Angerville (Angerville),Europe/Paris,stop_area:OCE:SA:87543090,48.311334,2.00369,91016,Angerville,Angerville (91670),admin:fr:91016,91670
5,Angoulême,Angoulême (Angoulême),Europe/Paris,stop_area:OCE:SA:87583005,45.653935,0.164528,16015,Angoulême,Angoulême (16000),admin:fr:16015,16000
6,Angoulins-sur-Mer,Angoulins-sur-Mer (Angoulins),Europe/Paris,stop_area:OCE:SA:87485102,46.107752,-1.115426,17010,Angoulins,Angoulins (17690),admin:fr:17010,17690
7,Anizy-Pinon,Anizy-Pinon (Pinon),Europe/Paris,stop_area:OCE:SA:87296566,49.496158,3.448713,2602,Pinon,Pinon (02320),admin:fr:2602,02320
8,Annappes,Annappes (Villeneuve-d'Ascq),Europe/Paris,stop_area:OCE:SA:87286856,50.622813,3.146368,59009,Villeneuve-d'Ascq,Villeneuve-d'Ascq (59491-59650),admin:fr:59009,59491;59650
9,Annecy,Annecy (Annecy),Europe/Paris,stop_area:OCE:SA:87746008,45.902059,6.121819,74010,Annecy,Annecy (74000),admin:fr:74010,74000
10,Annecy Gare Routière,Annecy Gare Routière (Annecy),Europe/Paris,stop_area:OCE:SA:87600494,45.901788,6.121052,74010,Annecy,Annecy (74000),admin:fr:74010,74000
11,Annemasse,Annemasse (Annemasse),Europe/Paris,stop_area:OCE:SA:87745497,46.19923,6.236388,74012,Annemasse,Annemasse (74100),admin:fr:74012,74100
12,Annonay-Gare-Route,Annonay-Gare-Route (Annonay),Europe/Paris,stop_area:OCE:SA:87761270,45.243781,4.672743,7010,Annonay,Annonay (07100),admin:fr:7010,07100
13,Anor,Anor (Anor),Europe/Paris,stop_area:OCE:SA:87295055,49.985002,4.093351,59012,Anor,Anor (59186),admin:fr:59012,59186
14,Anos-31,Anos-31 (Bachos),Europe/Paris,stop_area:OCE:SA:87170068,42.897364,0.625134,31040,Bachos,Bachos (31440),admin:fr:31040,31440
15,Anse,Anse (Anse),Europe/Paris,stop_area:OCE:SA:87721324,45.939335,4.719743,69009,Anse,Anse (69480),admin:fr:69009,69480
16,Anse-(Monument),Anse-(Monument) (Anse),Europe/Paris,stop_area:OCE:SA:87697011,45.936973,4.718234,69009,Anse,Anse (69480),admin:fr:69009,69480
17,Anthéor-Cap-Roux,Anthéor-Cap-Roux (Saint-Raphaël),Europe/Paris,stop_area:OCE:SA:87757567,43.434966,6.892228,83118,Saint-Raphaël,Saint-Raphaël (83530-83700),admin:fr:83118,83530;83700
18,Antibes,Antibes (Antibes),Europe/Paris,stop_area:OCE:SA:87757674,43.585789,7.119516,6004,Antibes,Antibes (06160-06600),admin:fr:6004,06160;06600
19,Antignac (Hte-Garonne),Antignac (Hte-Garonne) (Antignac),Europe/Paris,stop_area:OCE:SA:87611715,42.826082,0.599464,31010,Antignac,Antignac (31110),admin:fr:31010,31110
20,Antony,Antony (Antony),Europe/Paris,stop_area:OCE:SA:87758755,48.754657,2.300974,92002,Antony,Antony (92160),admin:fr:92002,92160
21,Anvers/Antwerpen C.,Anvers/Antwerpen C. (Antwerpen),Europe/Paris,stop_area:OCE:SA:88210060,51.216151,4.421137,,Antwerpen,Antwerpen,admin:osm:relation:59518,
22,Anzeling,Anzeling (Anzeling),Europe/Paris,stop_area:OCE:SA:87191387,49.262586,6.458432,57025,Anzeling,Anzeling (57320),admin:fr:57025,57320
23,Anzeling (Carrefour),Anzeling (Carrefour) (Anzeling),Europe/Paris,stop_area:OCE:SA:87405571,49.263954,6.463134,57025,Anzeling,Anzeling (57320),admin:fr:57025,57320
24,Apach (Moselle),Apach (Moselle) (Apach),Europe/Paris,stop_area:OCE:SA:87191643,49.458945,6.372363,57026,Apach,Apach (57480),admin:fr:57026,57480
0,Apach-Eglise,Apach-Eglise (Apach),Europe/Paris,stop_area:OCE:SA:87635854,49.460193,6.374297,57026,Apach,Apach (57480),admin:fr:57026,57480
1,Appenweier,Appenweier (Appenweier),Europe/Paris,stop_area:OCE:SA:80142893,48.541345,7.973698,,Appenweier,Appenweier,admin:osm:relation:452982,
2,Appilly,Appilly (Appilly),Europe/Paris,stop_area:OCE:SA:87296459,49.580711,3.121198,60021,Appilly,Appilly (60400),admin:fr:60021,60400
3,Arbanats,Arbanats (Arbanats),Europe/Paris,stop_area:OCE:SA:87582726,44.674302,-0.395548,33007,Arbanats,Arbanats (33640),admin:fr:33007,33640
4,Arbois (Jura),Arbois (Jura) (Arbois),Europe/Paris,stop_area:OCE:SA:87718155,46.912425,5.764767,39013,Arbois,Arbois (39600),admin:fr:39013,39600
5,Arboretum T4,Arboretum T4 (Montfermeil),Europe/Paris,stop_area:OCE:SA:87704320,48.89784,2.561443,93047,Montfermeil,Montfermeil (93370),admin:fr:93047,93370
6,Arc-et-Senans,Arc-et-Senans (Arc-et-Senans),Europe/Paris,stop_area:OCE:SA:87718841,47.030456,5.776935,25021,Arc-et-Senans,Arc-et-Senans (25610),admin:fr:25021,25610
7,Arcachon,Arcachon (Arcachon),Europe/Paris,stop_area:OCE:SA:87582668,44.658917,-1.165368,33009,Arcachon,Arcachon (33120),admin:fr:33009,33120
8,Arcambal-Mairie,Arcambal-Mairie (Arcambal),Europe/Paris,stop_area:OCE:SA:87442681,44.45641,1.513395,46007,Arcambal,Arcambal (46090),admin:fr:46007,46090
9,Arches,Arches (Arches),Europe/Paris,stop_area:OCE:SA:87144410,48.119961,6.528008,88011,Arches,Arches (88380),admin:fr:88011,88380
10,Arcueil-Cachan,Arcueil-Cachan (Cachan),Europe/Paris,stop_area:OCE:SA:87758672,48.798415,2.327963,94016,Cachan,Cachan (94230),admin:fr:94016,94230
11,Arcy-sur-Cure,Arcy-sur-Cure (Arcy-sur-Cure),Europe/Paris,stop_area:OCE:SA:87683680,47.60062,3.76705,89015,Arcy-sur-Cure,Arcy-sur-Cure (89270),admin:fr:89015,89270
12,Arengosse,Arengosse (Arengosse),Europe/Paris,stop_area:OCE:SA:87671479,44.006926,-0.808738,40006,Arengosse,Arengosse (40110),admin:fr:40006,40110
13,Argelès-sur-Mer,Argelès-sur-Mer (Argelès-sur-Mer),Europe/Paris,stop_area:OCE:SA:87784231,42.543951,3.0215,66008,Argelès-sur-Mer,Argelès-sur-Mer (66700),admin:fr:66008,66700
14,Argent-sur-Sauldre,Argent-sur-Sauldre (Argent-sur-Sauldre),Europe/Paris,stop_area:OCE:SA:87314526,47.559993,2.447771,18011,Argent-sur-Sauldre,Argent-sur-Sauldre (18410),admin:fr:18011,18410
15,Argentan,Argentan (Argentan),Europe/Paris,stop_area:OCE:SA:87444539,48.738459,-0.025724,61006,Argentan,Argentan (61200),admin:fr:61006,61200
16,Argenteuil,Argenteuil (Argenteuil),Europe/Paris,stop_area:OCE:SA:87381848,48.947003,2.257179,95018,Argenteuil,Argenteuil (95100),admin:fr:95018,95100
17,Argentière (Hte-Savoie),Argentière (Hte-Savoie) (Chamonix-Mont-Blanc),Europe/Paris,stop_area:OCE:SA:87746859,45.982009,6.926719,74056,Chamonix-Mont-Blanc,Chamonix-Mont-Blanc (74400),admin:fr:74056,74400
18,Argentine,Argentine (Argentine),Europe/Paris,stop_area:OCE:SA:87741272,45.493258,6.313831,73019,Argentine,Argentine (73220),admin:fr:73019,73220
19,Argentine-Gemelly,Argentine-Gemelly (Argentine),Europe/Paris,stop_area:OCE:SA:87697151,45.508123,6.316298,73019,Argentine,Argentine (73220),admin:fr:73019,73220
20,Argentine-La-Combe,Argentine-La-Combe (Argentine),Europe/Paris,stop_area:OCE:SA:87697144,45.501996,6.318867,73019,Argentine,Argentine (73220),admin:fr:73019,73220
21,Argenton-sur-Creuse,Argenton-sur-Creuse (Argenton-sur-Creuse),Europe/Paris,stop_area:OCE:SA:87597120,46.592225,1.51823,36006,Argenton-sur-Creuse,Argenton-sur-Creuse (36200),admin:fr:36006,36200
22,Argenton-sur-Creuse-LEP,Argenton-sur-Creuse-LEP (Argenton-sur-Creuse),Europe/Paris,stop_area:OCE:SA:87201566,46.588875,1.518999,36006,Argenton-sur-Creuse,Argenton-sur-Creuse (36200),admin:fr:36006,36200
